Tidal current
	"Status"	"early concept"
	"Name"	"Torr Head (1)"
	"Commercial Readiness"	"commercial project"
	"Phase"	"1"
	"Country"	"United Kingdom"
	"Sea"	"Irish Sea"
	"Region"	"Northern Ireland"
	"Latitude (° N)"	"55.202"
	"Longitude (° E)"	"-6.052"
	"Capacity [MW]"	"30"
	"Energy source"	"marine energy (current)"
	"Number of converters"	"15"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	""
	"Converter manufacturer"	""
	"Converter type"	""
	"Converter working principle"	""
	"Converter capacity [MW]"	""
	"Website"	""
	"geometry"	"POINT (-673705.55828089 7401169.30529076)"
	"Status"	"early concept"
	"Name"	"Torr Head (2)"
	"Commercial Readiness"	"commercial project"
	"Phase"	"2"
	"Country"	"United Kingdom"
	"Sea"	"Irish Sea"
	"Region"	"Northern Ireland"
	"Latitude (° N)"	"55.202"
	"Longitude (° E)"	"-6.052"
	"Capacity [MW]"	"70"
	"Energy source"	"marine energy (current)"
	"Number of converters"	"35"
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	""
	"Converter manufacturer"	""
	"Converter type"	""
	"Converter working principle"	""
	"Converter capacity [MW]"	""
	"Website"	""
	"geometry"	"POINT (-673705.55828089 7401169.30529076)"

Bathymetry
	"Band 1"	"-35.5154"

