Tidal current
	"Status"	"early concept"
	"Name"	"Maenggol"
	"Commercial Readiness"	"commercial project"
	"Phase"	""
	"Country"	"South Korea"
	"Sea"	"Yellow Sea"
	"Region"	""
	"Latitude (° N)"	"34.224"
	"Longitude (° E)"	"125.893"
	"Capacity [MW]"	"250"
	"Energy source"	"marine energy (current)"
	"Number of converters"	""
	"(Estimated) begin of construction"	""
	"(Estimated) commissioning"	""
	"(Estimated) decommissioning"	""
	"Owner"	""
	"Project developer"	""
	"Operator"	""
	"Converter manufacturer"	""
	"Converter type"	""
	"Converter working principle"	""
	"Converter capacity [MW]"	""
	"Website"	""
	"geometry"	"POINT (14014344.65443759 4058919.55778477)"

Bathymetry
	"Band 1"	"-40.5011"

